,rerr,terr
0,2.2249944,0.10426556
1,1.9951124,0.13008374
2,1.7782704,0.24364959
3,0.5404589,0.11197585
4,2.779127,0.26840588
5,0.9635696,0.2770204
6,3.0617251,0.4921787
7,1.2599137,0.40680033
8,1.4116255,0.29298723
9,2.1437902,0.39321306
10,0.3099277,0.4556591
11,2.8293872,0.38771725
12,0.824073,0.3450967
13,2.2428758,0.0591892
14,1.8786396,0.20138282
15,2.4757009,0.07278714
16,3.0968678,0.007358616
17,1.592289,0.20970903
18,0.13965002,0.1462461
19,3.0243843,0.05397623
20,2.4942384,0.30669782
21,1.2914865,0.4902527
22,1.6184028,0.21317059
23,2.4314196,0.17703678
24,1.2417607,0.2176375
25,0.5849771,0.12991478
26,1.4965502,0.1962362
27,0.47355574,0.45682278
28,0.7082164,0.2530965
29,1.0987782,0.36282477
30,1.189637,0.201865
31,0.5498116,0.0013166775
32,1.7436748,0.48686853
33,0.9047984,0.06942373
34,2.130228,0.21646956
35,2.5020723,0.22674775
36,1.4211345,0.24241497
37,0.400759,0.46220827
38,0.14501002,0.31054544
39,0.123670876,0.41956848
40,2.0615883,0.3091424
41,0.22468649,0.019893829
42,3.0489764,0.000986371
43,2.8434792,0.39914617
44,0.31082308,0.039236467
45,1.2253401,0.19297156
46,1.419204,0.20908867
47,2.868282,0.2514173
48,1.9191989,0.48384157
49,1.5587782,0.07077815
50,2.9236526,0.44004473
51,1.8390828,0.093848795
52,0.0447248,0.02138732
53,1.2033038,0.49889514
54,2.0723538,0.39266598
55,0.3745114,0.11304649
56,1.6202528,0.21889779
57,1.0809035,0.18407755
58,0.8054247,0.43516865
59,2.6915393,0.2866037
60,1.9222414,0.1573206
61,0.81227744,0.29580137
62,0.84339863,0.2557152
63,0.48171306,0.13396229
64,2.0771937,0.07623991
65,2.240127,0.24053979
66,2.6526716,0.4483072
67,0.4422131,0.30673426
68,0.18741268,0.4595516
69,1.0426933,0.34909788
70,1.8440672,0.12701124
71,0.31939304,0.2290703
72,2.362222,0.042146232
73,1.4199622,0.15803294
74,0.1387815,0.4099699
75,2.2732549,0.15098429
76,2.2220094,0.2987685
77,1.9771178,0.13720933
78,2.708303,0.16523631
79,2.6247025,0.13274164
80,1.6951542,0.39954805
81,3.001969,0.25815374
82,1.8440784,0.11127731
83,1.932765,0.48787957
84,2.6251225,0.42761892
85,0.07284699,0.37322316
86,2.6962984,0.1593533
87,1.611999,0.16472046
88,1.2350801,0.4874009
89,1.4161446,0.011563502
90,1.6413971,0.46184415
91,1.7792084,0.48272425
92,1.9836271,0.1659367
93,1.5196,0.049893487
94,0.73648465,0.24731317
95,1.3559624,0.19157565
96,0.5029743,0.3553144
97,0.70037544,0.3926594
98,0.14351663,0.020464972
99,1.525221,0.35670847
100,2.952583,0.36623263
101,1.4159905,0.3367842
102,1.9679449,0.38133144
103,2.2853417,0.14650235
104,0.72097313,0.084291175
105,2.767302,0.31606495
106,0.15574372,0.47121897
107,0.90244603,0.10349217
108,1.181551,0.12177481
109,2.3700647,0.21549913
110,0.83239746,0.42356586
111,1.7886269,0.3859313
112,2.7242336,0.20644881
113,0.20641458,0.21968073
114,0.05675758,0.102028705
115,2.392908,0.22613195
116,2.671062,0.041525856
117,0.52966535,0.46455452
118,1.0647092,0.10137235
119,1.8209922,0.29470125
120,0.18253465,0.32836837
121,1.2419808,0.08949622
122,2.6620543,0.32178563
123,0.44094363,0.024717266
124,3.0968678,0.42745784
125,2.3920584,0.08635975
126,1.823324,0.26009306
127,2.5995138,0.115255065
128,0.24995446,0.47445065
129,2.3128867,0.031933457
130,1.8837714,0.074766
131,3.0672724,0.4219351
132,1.5511823,0.053519513
133,0.32074338,0.42215136
134,1.628209,0.20449172
135,1.5130833,0.10345531
136,1.3429492,0.3503025
137,1.3163321,0.19094042
138,0.9479854,0.4360816
139,1.8031585,0.23294592
140,1.4237453,0.24984504
141,0.40605754,0.3536833
142,0.29604706,0.10512158
143,1.1749998,0.33747008
144,0.6410486,0.4186794
145,0.9301958,0.07349512
146,0.8820222,0.20874093
147,2.680562,0.46718994
148,2.9774039,0.35444915
149,0.53892505,0.47212648
150,2.8190649,0.13435324
151,0.9705907,0.0266111
152,0.6226212,0.34398636
153,0.8662755,0.24728404
154,0.15528347,0.45866394
155,2.2657135,0.3872273
156,2.0214596,0.006205614
157,0.94453067,0.27264187
158,2.2536478,0.12895945
159,2.6498199,0.07860284
160,0.6418985,0.070941076
161,1.4578826,0.4793797
162,0.34868053,0.006628248
163,1.6445817,0.3683652
164,3.0968678,0.41841918
165,1.1335322,0.313968
166,0.7262378,0.09412406
167,1.1670237,0.41859025
168,2.584375,0.4166911
169,0.9232958,0.23055665
170,0.41187558,0.30504796
171,2.2593389,0.28505078
172,2.4648597,0.27333987
173,3.0740194,0.39517313
174,1.8854803,0.17302132
175,2.8356147,0.3901646
176,2.921615,0.3898499
177,2.4407122,0.31819528
178,2.1912599,0.48942387
179,2.5330484,0.111425616
180,1.0390669,0.49214825
181,2.686341,0.07167052
182,3.0968678,0.16309716
183,0.9567263,0.46694973
184,2.658803,0.14117432
185,1.9641677,0.3655469
186,2.1016269,0.14978054
187,2.0489116,0.3378762
188,2.1842017,0.19286755
189,2.899925,0.060094845
190,0.2858905,0.23413366
191,1.1964802,0.2986922
192,0.5791322,0.4261609
193,0.3585161,0.41490215
194,1.5108937,0.16139203
195,2.958865,0.34658185
196,2.569713,0.35267654
197,2.8727064,0.09782713
198,1.3896611,0.13475373
199,2.401113,0.10572541
200,0.15258795,0.22546999
201,1.6124371,0.24275976
202,2.1478078,0.44110093
203,1.2094524,0.04195335
204,1.076749,0.06511154
205,1.5871391,0.22830288
206,0.3570476,0.3568757
207,1.9797018,0.060559094
208,2.81804,0.436458
209,0.4293004,0.3479243
210,1.8785528,0.064854704
211,2.6248424,0.13124858
212,2.5765495,0.096298136
213,2.7758517,0.24497288
214,1.886138,0.44158578
215,2.866214,0.47290677
216,1.928841,0.34403944
217,2.0356808,0.27428067
218,2.9291873,0.43344417
219,1.5853302,0.1924714
220,0.9728209,0.0002761653
221,0.0447248,0.33415547
222,2.6403465,0.36341932
223,3.006126,0.055601887
224,1.0990143,0.17857216
225,2.485528,0.19818152
226,1.9604578,0.49881622
227,1.3217186,0.19011062
228,2.5392811,0.003921415
229,2.5844831,0.042974606
230,2.513417,0.35242653
231,1.5245448,0.33228976
232,0.6144527,0.2677012
233,0.37178615,0.44433084
234,2.6700773,0.3956191
235,0.9047214,0.041261505
236,3.071026,0.15570742
237,0.15761924,0.053017717
238,0.6345113,0.055950824
239,0.12424936,0.14810403
240,2.8969972,0.17194903
241,0.81235164,0.2422983
242,2.5817292,0.33778578
243,1.4542873,0.07614555
244,0.36557066,0.2184743
245,2.494268,0.3987264
246,2.0956478,0.042984255
247,1.1394768,0.48172212
248,0.37461013,0.41696826
249,2.625246,0.33213896
250,2.9649985,0.2998824
251,3.0968678,0.44643983
252,0.7931777,0.16937537
253,2.1254668,0.09161285
254,0.9939703,0.060535785
255,1.3956286,0.31277102
256,1.5669035,0.18560612
257,1.3314655,0.19424205
258,3.0362425,0.2190626
259,1.4492136,0.39248344
260,0.74168634,0.24775621
261,1.0790892,0.0836298
262,1.2015756,0.09150338
263,2.4888692,0.005539381
264,1.9663234,0.19049448
265,2.5585203,0.21835385
266,2.0659878,0.28899264
267,0.55683213,0.24044983
268,0.07327811,0.15328781
269,0.82323974,0.08746794
270,1.0901725,0.45446885
271,2.3928223,0.4008287
272,1.254691,0.029440561
273,2.37948,0.08632303
274,0.1645166,0.37477964
275,0.8762362,0.10487675
276,1.8960991,0.30307168
277,0.44205958,0.115125835
278,0.25117227,0.0018983483
